Xe	300	27.908
W 34.2698 57.939
Xe	300	17.7589
W 33.7724 35.198
Xe	300	72.3085
W 51.1886 49.4949
Xe	300	23.7748
W 33.9496 29.4076
Xe	300	23.0126
W 33.9088 66.8797
Xe	300	55.5033
Xe	300	56.9927
Xe	300	46.228
W 37.9621 50.7943
Xe	300	62.3733
W 44.8914 53.551
Xe	300	34.0856
Xe	300	39.2315
Xe	300	38.6624
W 35.9538 27.8283
Xe	300	56.5845
Xe	300	27.3974
W 34.221 69.8311
Xe	300	61.5493
W 44.4425 24.1351
Xe	300	26.1942
W 34.1165 57.3598
Xe	300	65.9554
Xe	300	21.6786
Xe	300	41.297
W 36.5711 68.5648
Xe	300	3.34104
Xe	300	36.7231
Xe	300	39.4497
W 36.1294 5.3744
Xe	300	62.0363
W 44.7065 38.6861
Xe	300	71.0257
Xe	300	14.2507
Xe	300	49.1572
Xe	300	58.2971
Xe	300	66.008
W 47.0028 60.8565
Xe	300	51.1642
Xe	300	12.8203
Xe	300	58.7003
Xe	300	58.8544
W 43.0493 80.9903
Xe	300	28.2923
W 34.3083 17.5853
Xe	300	84.1306
W 60.9723 43.9392
Xe	300	49.0944
W 38.9184 24.1605
Xe	300	24.1164
W 33.9697 39.8273
Xe	300	7.65409
Xe	300	34.7803
Xe	300	60.7541
Xe	300	24.5968
Xe	300	50.3146
W 39.3597 40.5084
Xe	300	63.4832
Xe	300	42.0832
W 36.772 67.4901
Xe	300	21.7471
Xe	300	78.46
Xe	300	77.8292
W 55.4326 13.8871
Xe	300	50.7884
Xe	300	34.2398
Xe	300	51.1115
Xe	300	24.2476
W 33.9778 23.5129
Xe	300	35.5081
Xe	300	74.8961
W 53.1088 79.5677
Xe	300	18.9972
W 33.7824 69.1434
Xe	300	38.9771
W 36.0231 32.7968
Xe	300	23.9723
Xe	300	84.0576
W 60.9037 78.4063
Xe	300	35.2117
W 35.2715 48.3808
Xe	300	19.2218
Xe	300	42.196
Xe	300	31.8686
W 34.7409 52.533
Xe	300	51.3972
W 39.7686 19.1046
Xe	300	63.1955
Xe	300	59.5475
Xe	300	52.5248
Xe	300	32.9977
W 34.9061 31.6661
Xe	300	77.1279
Xe	300	60.9754
W 44.1363 46.4585
Xe	300	15.4365
Xe	300	51.1195
W 39.6621 26.4906
Xe	300	44.9991
W 37.5859 72.5025
Xe	300	28.0648
W 34.2854 31.1033
Xe	300	55.6715
Xe	300	50.245
Xe	300	28.926
W 34.3751 23.2657
Xe	300	9.0546
Xe	300	38.3768
Xe	300	62.9398
Xe	300	34.2541
Xe	300	40.4636
W 36.3666 47.1876
Xe	300	33.5601
W 34.9937 32.314
Xe	300	62.0626
Xe	300	22.3765
Xe	300	70.2864
Xe	300	73.7023
W 52.208 51.7061
Xe	300	21.3499
W 33.8386 13.1152
Xe	300	55.0476
W 41.2716 64.2979
Xe	300	75.6695
Xe	300	36.5139
W 35.5126 55.8382
Xe	300	45.546
W 37.7508 57.0616
Xe	300	68.7451
Xe	300	31.6124
W 34.7054 23.7699
Xe	300	21.3279
Xe	300	71.9624
Xe	300	66.5213
W 47.3186 37.0031
Xe	300	31.1123
Xe	300	34.1642
Xe	300	32.1755
Xe	300	50.689
W 39.4992 38.1339
Xe	300	36.9349
Xe	300	40.3246
Xe	300	73.8443
Xe	300	30.1582
W 34.5171 67.8391
Xe	300	72.1816
W 51.0974 61.3219
Xe	300	77.6209
W 55.2623 32.8611
Xe	300	23.5932
Xe	300	73.86
W 52.3255 59.0648
W 26.2276 46.3957
Xe	300	36.9669
Xe	300	18.1442
Xe	300	80.882
W 58.0214 49.938
Xe	300	37.247
Xe	300	47.3731
Xe	300	42.6881
Xe	300	3.46641
W 34.526 69.0523
Xe	300	43.2962
W 37.0973 1.7025
W 16.5325 80.3806
Xe	300	54.3211
W 40.957 64.4855
Xe	300	69.9844
W 49.565 54.3433
Xe	300	42.5296
Xe	300	4.77544
W 34.3972 67.8267
Xe	300	21.6494
Xe	300	18.9833
W 33.7822 54.3057
Xe	300	24.9628
Xe	300	2.8329
Xe	300	41.8552
W 36.7129 49.8404
Xe	300	29.3349
Xe	300	57.7359
W 42.5041 43.9692
Xe	300	18.8096
Xe	300	78.936
Xe	300	63.1047
Xe	300	53.991
Xe	300	41.5392
Xe	300	43.0632
W 37.0333 69.0456
Xe	300	34.6779
Xe	300	10.9423
Xe	300	47.1822
Xe	300	52.0244
W 40.0132 54.6685
Xe	300	12.6532
W 33.8664 39.2168
Xe	300	11.256
Xe	300	53.1738
Xe	300	18.9406
W 33.7816 37.2115
Xe	300	81.7737
W 58.811 34.0173
Xe	300	84.9083
Xe	300	25.3959
Xe	300	33.5273
Xe	300	6.96278
Xe	300	34.2059
W 35.0987 41.4355
Xe	300	52.9183
W 40.3715 49.8426
Xe	300	77.6258
W 55.2663 46.9246
W 24.0176 17.3484
Xe	300	44.9979
Xe	300	33.7781
W 35.0286 10.7031
Xe	300	63.004
Xe	300	18.528
Xe	300	20.8351
Xe	300	64.357
Xe	300	14.7785
Xe	300	51.5948
W 39.8451 34.5686
Xe	300	58.2284
Xe	300	63.8336
Xe	300	58.4777
Xe	300	23.7506
W 33.9483 46.4366
Xe	300	19.5446
W 33.7911 23.1181
Xe	300	17.7184
Xe	300	15.9587
Xe	300	14.5481
Xe	300	54.072
W 40.8509 50.3022
Xe	300	22.7121
W 33.8942 82.6817
Xe	300	46.4051
W 38.018 13.3452
Xe	300	21.8937
W 33.8587 61.9314
Xe	300	55.1878
W 41.3332 68.031
Xe	300	65.969
Xe	300	24.8212
Xe	300	75.6832
Xe	300	35.4068
W 35.3064 69.6136
Xe	300	62.7861
Xe	300	49.6729
Xe	300	20.9611
Xe	300	37.7982
Xe	300	17.1888
Xe	300	36.3952
Xe	300	30.5096
Xe	300	72.0572
Xe	300	13.2893
Xe	300	5.9512
W 34.2909 80.6413
Xe	300	81.9999
Xe	300	26.0238
W 34.1028 62.9284
Xe	300	34.0545
W 35.0736 61.7019
Xe	300	29.0546
Xe	300	4.9332
Xe	300	54.3984
W 40.9901 38.7994
Xe	300	40.5946
W 36.3982 76.2314
Xe	300	39.8192
Xe	300	56.9053
W 42.1117 24.0621
Xe	300	63.3586
Xe	300	4.34257
Xe	300	42.2449
W 36.8143 76.6984
Xe	300	66.0105
W 47.0043 75.1712
Xe	300	14.8421
Xe	300	58.3588
Xe	300	69.4973
W 49.2366 37.8313
Xe	300	41.4387
Xe	300	51.8666
W 39.9511 51.2521
Xe	300	43.409
W 37.1285 67.9672
Xe	300	14.7666
Xe	300	45.3074
W 37.6784 36.2085
Xe	300	45.8927
W 37.8575 36.4507
Xe	300	5.45081
Xe	300	31.0952
Xe	300	47.7046
W 38.4408 67.8627
Xe	300	69.6005
Xe	300	59.8071
W 43.5288 44.1396
Xe	300	48.7606
